Title,Interview Date,Employee Type,Offer,Experience,Interview Type,Application,Interview,Question
Photo Editor," Mar 27, 2017"," Anonymous Employee in  San Francisco, CA",['Accepted Offer'],['Positive Experience'],['Average Interview'],"['I applied through a recruiter. The process took 4+ weeks. I interviewed at Yahoo (San Francisco, CA) in April 2013.']",['The process was actually quite casual. Interview was fun and engaging. Interviewer was very disarming in order to get a clearer view of me as a person and how I would fit temperment-wise on their team.'],"[' To describe my best friend \xa0 ', '1 Answer']"
Associate Account Executive," Jun 1, 2016"," Anonymous Employee in  Burbank, CA",['Accepted Offer'],['Neutral Experience'],['Easy Interview'],"['I applied through a recruiter. The process took 2+ months. I interviewed at Yahoo (Burbank, CA) in September 2014.']","['It was a 2 month process. I was recruited, talked to a recruiter. Sat with 3 different people. Marissa Mayer was a part of the approval process as well. They also asked for a background check and needed references. There were frequent delays in the hiring process.']","[' How would you respond if an advertiser is not interested in a product? \xa0 ', 'Answer Question']"
Associate Account Manager," Jan 30, 2014", Anonymous Employee,['Accepted Offer'],[],[],['I applied online. The process took 4+ months. I interviewed at Yahoo.'],"['- Very typical interview questions.', '-The process was extremely drawn out and took way too long. I never had any contact with anyone from HR or Recruiting.', '-The roles and responsibilities of the job were not properly explained during any of the interviews.']","[' I barely remember any of the questions because they were so generic and uninspiring. \xa0 ', 'Answer Question']"
Associate Marketing Manager," Feb 16, 2010"," Anonymous Interview Candidate in  Sunnyvale, CA",['No Offer'],['Neutral Experience'],['Average Interview'],"['I applied through an employee referral. The process took 5 days. I interviewed at Yahoo (Sunnyvale, CA) in January 2010.']","['Had another offer on the table so Yahoo! knew they had to move through the process quickly. Spoke with the recruiter one day, the hiring manager the next, then was brought it to speak to 6 different team members in a 3 hour interview block. The people were extremely nice, very casual. The one thing that stood out was one gentleman told me Yahoo! tends to hire folks that are overqualified for the position. This occurred on a Friday then that evening, the recruiter called to schedule an interview with the VP for a Sunday. I finally heard back on Monday (they said they would let me know a few hours within the interview so I waited and waited) and the other candidate they went with was just ""off the charts,"" so pretty much what the interviewer told me. Everyone was real kind and professional...good experience although no offer.']","[' If given this opportunity, how would you approach your first day on the job? \xa0 ', 'Answer Question']"
Software Development Intern," Feb 7, 2014", Anonymous Interview Candidate,['No Offer'],['Neutral Experience'],['Average Interview'],['I applied through college or university. I interviewed at Yahoo.'],"['Talked to a really nice database backend engineering during a college career fair. He immediately gave me an interview slot for the next day. For the interview, I came in and the interviewer talked about himself a little bit. And then he gave me a question about full/complete binary trees and a brain teaser. They were easy questions but I was extremely tired at the time. He told me later to be less nervous!']","[' You have 10 jars, each filled with many marbles. Each marble weighs exactly 1.0 grams. One of the jars is a bad batch meaning each marble inside weighs 1.1 grams instead of 1.0 grams. You have a scale that will give you back a number of how much things weigh on it. Using only one measurement, determine how would you be able to find the bad batch \xa0 ', '1 Answer']"
Software Engineer," Sep 23, 2014", Anonymous Employee,['Accepted Offer'],['Positive Experience'],['Average Interview'],['I applied online. The process took 2 weeks. I interviewed at Yahoo in September 2014.'],"[""I received an email from the Corporate Connection of my college about Yahoo is hiring. I submitted my resume by replying to the email and got a phone interview the next day. Got the onsite interview in less than a week after the phone interview. The onsite interview was 6 hours long and free lunch was provided. Each interview section last about an hour, and it's either 1-1 or 1-2 but always only one person asking.""]","["" Got database query questions and Unix commands questions which I don't quite remember \xa0 "", '1 Answer']"
Software Engineer," Sep 16, 2014", Anonymous Interview Candidate,['Declined Offer'],[],[],[],['Submit my resume on a career fair. Got a technical phone interview after 2 months. the questions are about data structure and algorithm. e.g. class of tree in C++. and a coding questions concerning tree traversal DFS and BFS.'],[]
Software Engineer," Oct 5, 2014", Anonymous Interview Candidate,['No Offer'],['Neutral Experience'],['Average Interview'],['I applied through college or university. I interviewed at Yahoo.'],['I went to my university job fair and talked to Yahoo recruiter. They were interviewing people the next day and decided to give me a chance. I did not make it through the interview tho because I did a bad job and did not really have enough time to get prepared.'],"[' Combine two lists of Object with different size into one \xa0 ', 'Answer Question']"
Software Engineer," Dec 9, 2014"," Anonymous Interview Candidate in  Sunnyvale, CA",['No Offer'],['Negative Experience'],['Average Interview'],"['I applied through a recruiter. The process took 3 weeks. I interviewed at Yahoo (Sunnyvale, CA) in December 2014.']","[""Having read through the reviews on glassdoor I wasn't expecting a smooth process either but since I am a local candidate I didn't have to go through the hassle of going through the travel/stay reimbursements etc. The reviews were true to the core that the recruitment process is a clear indication of the complete chaos in the company. I was invited for an onsite, after clearing the initial phone screen which was fairly a simpler algorithmic challenge. Just revisit your algorithms and data structures especially search, sort, list, trees, graphs, string manipulations etc. An advice to candidates is to not to over do the preparation as they come with a mind set expecting 'the' answer they were looking for and even if you out smart them with an efficient solution it's still frowned upon (which is rather untrue for most companies in the silicon valley)."", ""The onsite interviews were pathetic, with some interviewers jumping straight onto white-board coding without even a formal introduction. The questions ranged from generating random numbers between 1 and N given a function which returns 0 or 1 with equal probability (binary to decimal!), ways to provide contradicting assignment statements from a list of string assignments of the form ['a=b', 'c=d', 'd=b'] ['a!=d'] etc, string anagram matching, binary search trees. The engineers seemed technically sound/professional and will indeed provide you enough hints in case you run into troubled waters.""]","[' A question involving indirect application of DFS on graph (to prove if a list of assignment statements contradict) \xa0 ', 'Answer Question']"
Software Engineer," Nov 22, 2014"," Anonymous Interview Candidate in  Champaign, IL",['No Offer'],['Average Interview'],[],"['I applied online. The process took 2+ weeks. I interviewed at Yahoo (Champaign, IL) in August 2014.']","['phone interview about oop, coding, OS, threads, and so on, I did well. then I went to onsite at champaign, il. 4 rounds of technical interview. I did well except that a rude, strong-accent indian guy asked me corner knowlegde about linux shell programming and perl.']","[' the long perl code. \xa0 ', 'Answer Question']"
Software Engineer," Nov 9, 2014", Anonymous Interview Candidate,['No Offer'],['Negative Experience'],['Easy Interview'],['I applied through college or university. I interviewed at Yahoo in September 2014.'],['Met during career fair. Had a small interview on spot and one scheduled for the next day. Questions were simple. The questions were mostly about previous projects and based on resume.'],"[' It was simple. Just asked to implement a linked list. \xa0 ', 'Answer Question']"
Software Engineer," Nov 8, 2014", Anonymous Interview Candidate,['No Offer'],[],[],[],"['Interview for a position of software engineer in the ads & data team.', 'First part - coding exercise', 'build a Boggle game and output the longest word', 'use whatever language you want', 'time to do the exercise: 1 hour', 'Second part - 3 interviews (white board coding)', 'interviews related to your team', 'Normal coding exercises (databases, regex and trees for me)']","[' Regex Question', 'Build a function that takes one string and one regex expression in inputs and output true if the string matches the regex expression.', 'string: a-z', ""regex: a-z + * (where '*' matches 0 or more character and '+' matches one character) \xa0 "", 'Answer Question']"
Software Engineer," Oct 27, 2014", Anonymous Interview Candidate,['No Offer'],[],[],[],['I went to my university job fair and talked to Yahoo recruiter. They were interviewing people the next day and decided to give me a chance. I did not make it through the interview tho because I did a bad job and did not really have enough time to get prepared.'],[]
Software Engineer," Oct 27, 2014", Anonymous Interview Candidate,['No Offer'],[],[],['I applied online. The process took 2 weeks. I interviewed at Yahoo.'],"['Two phone interviews then got an on Site interview.', '1. design a calculator using C++', '2. design a airport using C++', '3. Dynamic programming question', '4. data structure', '1. design a calculator using C++', '2. design a airport using C++', '3. Dynamic programming question', '4. data structure']","[' DFS \xa0 ', 'Answer Question']"
Software Engineer," Oct 23, 2014"," Anonymous Interview Candidate in  San Jose, CA",['No Offer'],['Average Interview'],[],"['I applied online. I interviewed at Yahoo (San Jose, CA) in August 2013.']","[""About less than a week I submitted my application online, I got an phone interview with an yahoo employer. I was asked to write a coding question and implement a stack. Several days later, I got the onsite interview. The interview was pretty intense. I had a 4 hours interviews in a row and talked to 4 employers. They are very friendly. I tried my best and I felt I did well. But unluckily, I didn't got the offer.""]","[' find the longest child in the binary tree. \xa0 ', 'Answer Question']"
Software Engineer," Oct 23, 2014"," Anonymous Interview Candidate in  Champaign, IL",['No Offer'],['Positive Experience'],['Average Interview'],"['I applied through an employee referral. I interviewed at Yahoo (Champaign, IL) in October 2014.']","['First round of Phone interview.Questions were general , More on Resume.', 'Also this position is for a Big Data Team in Champaign,Illinois.', '1 ) Basics of Java', '2 ) One Design question on how you would design chess board', '3 ) basics on sql - creating a table,joins,having by,aggregate functions', '4 ) Basics on unix/linux', '5) One question on scalability']","[' Some puzzles , may be the question was easy , just couldn’t understand the language - how would you distribute 1000 potatoes in 10 baskets. \xa0 ', 'Answer Question']"
Software Engineer," Oct 19, 2014", Anonymous Interview Candidate,['No Offer'],['Positive Experience'],['Difficult Interview'],['I applied online. The process took 2 weeks. I interviewed at Yahoo in May 2010.'],['I applies online and recruiter contacted me next day. First I talked with recruiter and then technical phone screen followed by onsite interview.Onsite interview had 5-6 rounds each 1 hour long. Overall experience was good and interviewees were friendly'],"[' Implement Binary Search Tree \xa0 ', 'Answer Question']"
Software Engineer," Oct 19, 2014", Anonymous Interview Candidate,['No Offer'],['Negative Experience'],['Easy Interview'],['I applied through college or university. The process took 2 days. I interviewed at Yahoo in August 2014.'],"['Worst experience from a company. I talked to them at a college fair, where they asked me to interview with them next week. I get a call from them later in the day, asking that they have decided to have the interview the next day instead, and in their local office in Atlanta. The interview goes really well, and the recruiter actually said that he will recommend me for an on-site interview. I get a call later in the day from the recruiter (who met me at the fair), asking whether I had be interested in flying out to Sun Valley for a 2nd round of interviews. I told them yes, and that was the last time I actually talked to Yahoo. After more than 6 weeks, they have not gotten back in touch with me, not given me an email, a call, or anything. Emailed them too, but no one responded to my email.']","["" Standard questions. One of them was verbatim from Career cup, which actually surprised me. I took my time though to make it seem I hadn't heard the question before. Also a coding question, reverse a linked list. Coding on white board. Simple actually. \xa0 "", '1 Answer']"
Software Engineer," Apr 17, 2014"," Anonymous Interview Candidate in  Sunnyvale, CA",['No Offer'],['Positive Experience'],['Easy Interview'],"['I applied through college or university. The process took 4+ weeks. I interviewed at Yahoo (Sunnyvale, CA) in February 2014.']",['Hiring process started with a recruiter and then a simple 1:1 phone interview. It was an easy question to solve a BST. Any comp sci student should know all Algos when you are applying to Yahoo!'],"[' Prove number of nodes in a BST is 2^h - 1, h is height using Mathematical Induction! Huh! I learnt it in school but was fortunate enough to recall \xa0 ', '2 Answers']"
Software Engineer," Jun 28, 2014"," Anonymous Interview Candidate in  Sunnyvale, CA",['No Offer'],['Negative Experience'],['Average Interview'],"['I applied online. I interviewed at Yahoo (Sunnyvale, CA) in May 2013.']","[""Interviewed in May 2013, on site with Yahoo for a position of Senior Engineer. Interviewers demonstrated complete and utter no interest. One asked me a question and looked in the ceiling, then got up and went away. Others were similarly disinterested as if it was a formality for them. I think my skills or experience didn't matter at all, and I was discriminated on the basis of race (I am white).""]",[]
Software Engineer," Jun 11, 2014", Anonymous Interview Candidate,['No Offer'],[],[],['I applied through an employee referral. I interviewed at Yahoo in June 2014.'],['I have only done the phone screening of which I found the engineer to be very polite. He asked me the difference between an array and a linked list. He also asked me two technical questions'],"["" Find the least common ancestor in a tree where each node points to it's parent. \xa0 "", '1 Answer']"
Software Engineer," Jun 2, 2014"," Anonymous Interview Candidate in  Sunnyvale, CA",['No Offer'],['Negative Experience'],[],[],['Had 1 phone screen then invited to onsite. I felt that Interviewers are not interested in interviewing candidates. Some interviewers told me that he is not sure what to ask as he does not work in the team I was interviewing. worst HR and worst interview process.I was interviewed for back end position but one interviewer was asking front end questions.'],"[' what are the ways you can submit data to server \xa0 ', '3 Answers']"
Software Engineer," Jul 12, 2014"," Anonymous Employee in  Sunnyvale, CA",['Accepted Offer'],['Neutral Experience'],['Average Interview'],"['I applied through a recruiter. The process took 2 weeks. I interviewed at Yahoo (Sunnyvale, CA) in January 2010.']","['1 phone screen interview, followed by 3 days of 5-people interviews (+lunch interview) in a period of 1-2 weeks. Interviewed with people from 3+ teams different from the one that phone-screened me. Finally the team that phone-screened me hired me.', 'After I accepted the offer, while wrapping up my work in my previous company, the recruiter asked me to have a letter signed by my previous employer showing that I have completed everything we discussed when I gave them the 2-week notice, which I thought was unusual.']","["" Questions were typical coding questions, i.e. shuffle cards, merge sort using files, traversing trees, C++ related questions. One of the interviewers (probably non-technical) asked me a physics brain teaser which was unexpected, I don't remember the details. \xa0 "", 'Answer Question']"
Software Engineer," Jul 15, 2014"," Anonymous Interview Candidate in  San Jose, CA",['No Offer'],['Neutral Experience'],['Average Interview'],"['I interviewed at Yahoo (San Jose, CA) in April 2014.']","['I had two phone screens. The first phone screen consisted of coding questions (how to print a singly linked list backwards) and the second phone screen was a conversation with the hiring mgr in which we talked about past projects I have worked on. These phone screens occurred over the course of 2 weeks. Next I was invited on site to speak with 4 people.', 'After 2 weeks I was told that I was not selected for the position.']","[' how to print a singly linked list backwards \xa0 ', '3 Answers']"
Software Engineer," Aug 28, 2013", Anonymous Interview Candidate,['No Offer'],['Positive Experience'],['Average Interview'],['I applied online. The process took 1 day. I interviewed at Yahoo.'],"['First, submit your application for the position you are interested in at Yahoo career site.', 'Second, there will be a recruiter emailing and calling you to schedule a date for a phone interview.', 'Third, on the day I got a call from one of Yahoo engineers for the interview.', ""Since I didn't pass the interview, I am not sure what is the next step further.""]","[' In the phone interview, I had been asked lots of technical questions from simple to a little tricky. Here are the couple questions below I still remember.', '1) what is stack and queue? what are the differences between them?', '2) how do you use stack to simulate behaviors of a queue?', '3) what are the differences between java and c++?', '4) how do you implement AJAX by javascript?', '5) how do you search a record in a giant table of a relational database? \xa0 ', 'Answer Question']"
Software Engineer," Aug 16, 2013"," Anonymous Interview Candidate in  San Francisco, CA",['No Offer'],['Positive Experience'],['Average Interview'],"['I applied online. The process took 1 day. I interviewed at Yahoo (San Francisco, CA) in July 2013.']","['online application and received email from one of the teams in Y! setup a tech phone screen with engineer. very efficient communication. Got an email saying they need a second phone screen, but one day later they asked me to go onsite instead.']","[' Nothing unexpected. But a lot of very basic questions The coding problem is a permutation with some specific tricks. \xa0 ', 'Answer Question']"
Software Engineer," Jun 22, 2013", Anonymous Interview Candidate,['No Offer'],[],[],['I applied online. I interviewed at Yahoo.'],['Got call from HR for technical phone interview. HR asked few simple questions and then set 45 mins phone interview ( coding )'],"[' Singleton in 2 ways.', 'find height of tree.', 'find 2 array values with given sum \xa0 ', 'Answer Question']"
Software Engineer," Jul 10, 2013"," Anonymous Interview Candidate in  Sunnyvale, CA",['No Offer'],['Positive Experience'],['Easy Interview'],[],"['Get 2 phone interview, both including technical questions, such as Algorithm and background talking. Not very difficult. The onsite interview is held with 4 persons. The questions on the onsite is also not very difficult comparing with the other company I also interviewed. The people there are very very nice. Yahoo has its famous Y! day. In there I also met some other applicants.']","["" I didn't prepare Unix operation, so that question is unexpected \xa0 "", 'Answer Question']"
Software Engineer," Aug 29, 2013"," Anonymous Employee in  Sunnyvale, CA",['Accepted Offer'],[],[],"['I applied through other source. The process took 6+ months. I interviewed at Yahoo (Sunnyvale, CA).']","['Approached me through linkedin. Hiring takes almost 5-6 months and there are 8-9 interview rounds. 2 on call interviews with programming on shared application and 6 onsite rounds.', 'It took almost a month or so for evaluation and all. Seems they evaluate too many candidates for the same position. The allocation of the position/title might varies based on the position and budget available in the project. Recruiter comeback with feedback from Hiring manager and other folks who has interviewed and contact us for a salary number. If we are not satisfied, then we can ask him to change/compete based on the market rate.']","[' I dont find any unexpected questions. Lots of companies waste their time in interview process and hires a bad candidates. All algorithms and they are straight forward. \xa0 ', '1 Answer']"
Software Engineer," Aug 30, 2013", Anonymous Interview Candidate,['No Offer'],['Negative Experience'],[],['I applied online. The process took 4+ weeks. I interviewed at Yahoo in July 2013.'],"['I was given 5 puzzles to solve from hackerrank.', 'I managed to solve 3 of them, then after a day I was told that I did not get through in their initial pre-screening.']","[' The question was about to check if I can construct 250 octagons from 2000 points points. \xa0 ', 'Answer Question']"
Software Engineer," Sep 29, 2013", Anonymous Employee,['Accepted Offer'],['Positive Experience'],['Easy Interview'],['I applied through college or university. The process took 4+ weeks. I interviewed at Yahoo in February 2013.'],['I receive 2 phone interviews before I get the offer. One of them are normal recruiter and the second is my manager. They are both very nice. They asked me to code on collabedit but the questions are quite simple'],"[' Fib Array, SQL query(aggregation), binary search \xa0 ', 'Answer Question']"
Software Engineer," Oct 7, 2013", Anonymous Employee,['Accepted Offer'],[],[],[],['one phone screen with simple java question'],"[' all of them are not difficult. basic C/c++ and algorithm problem \xa0 ', 'Answer Question']"
